,fl_date,origin,weather_delay,weather
17,2018-01-01,ORD,87.0,Clear
118,2018-01-01,ORD,1.0,Clear
121,2018-01-01,XNA,9.0,Clear
122,2018-01-01,LEX,8.0,Overcast
134,2018-01-01,ORD,26.0,Clear
161,2018-01-02,DFW,16.0,Clear
410,2018-01-03,DTW,26.0,Clear
522,2018-01-03,ORD,17.0,Partly cloudy
572,2018-01-04,HNL,230.0,Clear
582,2018-01-04,ATL,135.0,Clear
596,2018-01-04,AUS,5.0,Clear
629,2018-01-04,CAK,203.0,Light snow
775,2018-01-05,SAV,76.0,Clear
828,2018-01-05,BOS,38.0,Heavy snow
834,2018-01-05,PIT,75.0,Overcast
846,2018-01-05,JFK,59.0,Partly cloudy
856,2018-01-05,JFK,304.0,Partly cloudy
857,2018-01-05,JFK,33.0,Partly cloudy
860,2018-01-05,JFK,25.0,Partly cloudy
923,2018-01-06,JFK,6.0,Patchy moderate snow
987,2018-01-06,LGA,59.0,Clear
994,2018-01-06,JFK,7.0,Patchy moderate snow
1061,2018-01-06,JFK,125.0,Patchy moderate snow
1093,2018-01-07,SYR,16.0,Patchy moderate snow
1139,2018-01-07,ORD,11.0,Cloudy
1178,2018-01-07,ORD,855.0,Cloudy
1214,2018-01-07,DCA,127.0,Clear
1259,2018-01-07,ORD,8.0,Cloudy
1279,2018-01-07,XNA,10.0,Clear
1286,2018-01-07,RAP,17.0,Light rain
1296,2018-01-07,LFT,1.0,Partly cloudy
1370,2018-01-07,ORD,15.0,Cloudy
1371,2018-01-07,ORD,14.0,Cloudy
1406,2018-01-08,ATL,16.0,Cloudy
1412,2018-01-08,ATL,4.0,Cloudy
1424,2018-01-08,ATL,16.0,Cloudy
1426,2018-01-08,COS,70.0,Clear
1435,2018-01-08,ATL,123.0,Cloudy
1441,2018-01-08,ATL,14.0,Cloudy
1446,2018-01-08,ATL,4.0,Cloudy
1450,2018-01-08,ATL,5.0,Cloudy
1458,2018-01-08,GEG,6.0,Patchy sleet possible
1582,2018-01-08,PHL,75.0,Clear
1674,2018-01-09,RDU,377.0,Mist
1723,2018-01-09,DAY,83.0,Mist
1893,2018-01-10,JAN,278.0,Fog
1975,2018-01-10,CLT,58.0,Fog
2399,2018-01-12,IND,17.0,Moderate rain
2482,2018-01-13,PIT,22.0,Overcast
2500,2018-01-13,BNA,49.0,Heavy snow
2550,2018-01-13,BTV,295.0,Ice pellets
2625,2018-01-14,ORD,11.0,Clear
2779,2018-01-15,DEN,30.0,Partly cloudy
2780,2018-01-15,FSD,31.0,Overcast
2861,2018-01-15,CMH,44.0,Overcast
2912,2018-01-15,BOS,9.0,Partly cloudy
2961,2018-01-15,ORD,9.0,Heavy snow
3123,2018-01-16,MKE,171.0,Heavy snow
3185,2018-01-17,DFW,159.0,Clear
3192,2018-01-17,ATL,163.0,Heavy snow
3194,2018-01-17,DFW,199.0,Clear
3197,2018-01-17,ATL,59.0,Heavy snow
3198,2018-01-17,MSY,183.0,Blizzard
3199,2018-01-17,ATL,156.0,Heavy snow
3200,2018-01-17,ATL,66.0,Heavy snow
3204,2018-01-17,ATL,105.0,Heavy snow
3208,2018-01-17,ATL,148.0,Heavy snow
3215,2018-01-17,ATL,107.0,Heavy snow
3216,2018-01-17,ATL,221.0,Heavy snow
3227,2018-01-17,ATL,58.0,Heavy snow
3229,2018-01-17,ATL,25.0,Heavy snow
3230,2018-01-17,ATL,53.0,Heavy snow
3231,2018-01-17,ATL,36.0,Heavy snow
3233,2018-01-17,ATL,111.0,Heavy snow
3246,2018-01-17,ATL,314.0,Heavy snow
3247,2018-01-17,ATL,341.0,Heavy snow
3255,2018-01-17,ATL,42.0,Heavy snow
3256,2018-01-17,ATL,178.0,Heavy snow
3257,2018-01-17,ATL,37.0,Heavy snow
3263,2018-01-17,PNS,151.0,Heavy freezing drizzle
3573,2018-01-19,AMA,15.0,Clear
3664,2018-01-20,AEX,63.0,Partly cloudy
3914,2018-01-21,DFW,32.0,Cloudy
3918,2018-01-21,ONT,13.0,Clear
3931,2018-01-21,DEN,19.0,Partly cloudy
3974,2018-01-21,MSN,6.0,Mist
3977,2018-01-21,DFW,48.0,Cloudy
3980,2018-01-21,DFW,67.0,Cloudy
3982,2018-01-21,SGF,94.0,Cloudy
3983,2018-01-21,DFW,4.0,Cloudy
3984,2018-01-21,DFW,81.0,Cloudy
3993,2018-01-21,MAF,70.0,Clear
3994,2018-01-21,DFW,4.0,Cloudy
4110,2018-01-21,DFW,9.0,Cloudy
4433,2018-01-24,ORD,13.0,Partly cloudy
4703,2018-01-24,SFO,13.0,Clear
4731,2018-01-25,BLV,353.0,Clear
5172,2018-01-26,IAH,36.0,Clear
5576,2018-01-28,ORD,34.0,Clear
5595,2018-01-28,ORD,31.0,Clear
5669,2018-01-29,ORD,3.0,Heavy snow
5678,2018-01-29,ORD,16.0,Heavy snow
5819,2018-01-29,DTW,1.0,Cloudy
5922,2018-01-30,ALB,6.0,Light snow
6226,2018-08-01,JAX,14.0,Clear
6268,2018-08-01,CLT,66.0,Light rain shower
6295,2018-08-01,CLT,17.0,Light rain shower
6311,2018-08-01,CLT,13.0,Light rain shower
6371,2018-08-02,EWR,3.0,Partly cloudy
6466,2018-08-02,CLT,30.0,Patchy rain possible
6473,2018-08-02,BWI,133.0,Moderate or heavy rain shower
6486,2018-08-02,BWI,22.0,Moderate or heavy rain shower
6501,2018-08-02,BWI,156.0,Moderate or heavy rain shower
6507,2018-08-02,BWI,48.0,Moderate or heavy rain shower
6513,2018-08-02,BWI,32.0,Moderate or heavy rain shower
6518,2018-08-02,BWI,41.0,Moderate or heavy rain shower
6523,2018-08-02,BWI,97.0,Moderate or heavy rain shower
6807,2018-08-04,EWR,45.0,Patchy rain possible
6983,2018-08-05,TPA,11.0,Clear
7222,2018-08-05,CAE,13.0,Patchy rain possible
7263,2018-08-06,LYH,44.0,Clear
7274,2018-08-06,CLT,14.0,Clear
7323,2018-08-06,ORD,4.0,Thundery outbreaks possible
7337,2018-08-06,IAD,52.0,Clear
7365,2018-08-06,ORD,2.0,Thundery outbreaks possible
7367,2018-08-06,ORD,22.0,Thundery outbreaks possible
7368,2018-08-06,ORD,63.0,Thundery outbreaks possible
7434,2018-08-06,DTW,24.0,Clear
7445,2018-08-06,IAH,30.0,Patchy rain possible
7502,2018-08-07,LAS,15.0,Clear
7540,2018-08-07,TPA,47.0,Moderate or heavy rain shower
7544,2018-08-07,TPA,32.0,Moderate or heavy rain shower
7548,2018-08-07,TPA,34.0,Moderate or heavy rain shower
7757,2018-08-09,ORD,15.0,Clear
7758,2018-08-09,ORD,157.0,Clear
7770,2018-08-09,ORD,24.0,Clear
7772,2018-08-09,ORD,98.0,Clear
7777,2018-08-09,ORD,1.0,Clear
7788,2018-08-09,ORD,139.0,Clear
7791,2018-08-09,ORD,7.0,Clear
7821,2018-08-09,IAH,49.0,Clear
7829,2018-08-09,IAH,75.0,Clear
7877,2018-08-09,MIA,85.0,Patchy rain possible
7890,2018-08-09,CHA,140.0,Moderate or heavy rain shower
7893,2018-08-09,ATL,12.0,Patchy rain possible
7933,2018-08-09,DFW,13.0,Clear
7935,2018-08-09,BOS,46.0,Moderate or heavy rain shower
7936,2018-08-09,MIA,58.0,Patchy rain possible
7938,2018-08-09,ORD,66.0,Clear
7943,2018-08-09,DFW,53.0,Clear
7982,2018-08-09,ATL,11.0,Patchy rain possible
7993,2018-08-09,ATL,20.0,Patchy rain possible
8073,2018-08-09,IAH,37.0,Clear
8091,2018-08-09,IAH,98.0,Clear
8111,2018-08-09,ATL,6.0,Patchy rain possible
8163,2018-08-10,HOU,9.0,Clear
8325,2018-08-10,MCO,36.0,Patchy rain possible
8326,2018-08-10,MCO,28.0,Patchy rain possible
8377,2018-08-10,PIT,4.0,Clear
8396,2018-08-10,PHX,24.0,Clear
8432,2018-08-11,DTW,37.0,Clear
8494,2018-08-11,LAS,82.0,Clear
8510,2018-08-11,MIA,14.0,Clear
8598,2018-08-11,CLT,20.0,Patchy rain possible
8637,2018-08-11,PHL,19.0,Moderate or heavy rain shower
8639,2018-08-11,MCO,31.0,Clear
8649,2018-08-11,MIA,54.0,Clear
8663,2018-08-11,BOS,679.0,Light rain shower
8686,2018-08-12,EWR,20.0,Partly cloudy
8715,2018-08-12,RIC,12.0,Clear
8728,2018-08-12,IAD,9.0,Clear
8861,2018-08-12,TPA,60.0,Clear
8867,2018-08-12,TPA,7.0,Clear
8877,2018-08-12,PIT,20.0,Clear
8958,2018-08-12,MIA,13.0,Clear
8979,2018-08-12,TPA,34.0,Clear
8982,2018-08-12,MCO,21.0,Clear
9070,2018-08-13,ECP,50.0,Patchy rain possible
9116,2018-08-13,DCA,40.0,Torrential rain shower
9118,2018-08-13,DCA,6.0,Torrential rain shower
9120,2018-08-13,DCA,51.0,Torrential rain shower
9134,2018-08-13,DCA,5.0,Torrential rain shower
9166,2018-08-13,IAD,24.0,Torrential rain shower
9257,2018-08-13,MIA,58.0,Partly cloudy
9269,2018-08-13,DFW,27.0,Patchy rain possible
9283,2018-08-14,OKC,40.0,Clear
9285,2018-08-14,DFW,129.0,Moderate or heavy rain shower
9360,2018-08-14,OKC,152.0,Clear
9538,2018-08-14,LGA,136.0,Clear
9610,2018-08-15,ORD,50.0,Partly cloudy
9709,2018-08-16,BNA,61.0,Patchy rain possible
9734,2018-08-16,CLT,163.0,Clear
10091,2018-08-17,ORD,6.0,Torrential rain shower
10151,2018-08-17,SEA,33.0,Clear
10155,2018-08-17,BOS,8.0,Clear
10180,2018-08-17,IAD,45.0,Patchy rain possible
10376,2018-08-18,DFW,101.0,Clear
10400,2018-08-18,ATL,24.0,Light rain shower
10714,2018-08-20,SAT,6.0,Clear
10734,2018-08-20,ORD,80.0,Patchy rain possible
10817,2018-08-20,HOU,52.0,Partly cloudy
10870,2018-08-20,ORF,130.0,Torrential rain shower
10877,2018-08-20,ORD,91.0,Patchy rain possible
10980,2018-08-20,ORF,110.0,Torrential rain shower
11036,2018-08-20,SLC,19.0,Clear
11042,2018-08-20,MSP,82.0,Moderate or heavy rain shower
11093,2018-08-21,IAH,54.0,Patchy light rain with thunder
11193,2018-08-21,LWS,28.0,Clear
11235,2018-08-21,MCO,71.0,Moderate or heavy rain shower
11286,2018-08-21,IAH,79.0,Patchy light rain with thunder
11340,2018-08-21,DCA,19.0,Light rain shower
11369,2018-08-21,SFO,97.0,Partly cloudy
11376,2018-08-21,SFO,41.0,Partly cloudy
11395,2018-08-21,SFO,79.0,Partly cloudy
11565,2018-08-22,RSW,9.0,Clear
11931,2018-08-23,MIA,1.0,Clear
12118,2018-08-25,SDF,43.0,Partly cloudy
12239,2018-08-25,FLL,51.0,Moderate or heavy rain shower
12635,2018-08-27,OMA,17.0,Clear
12891,2018-08-28,ORD,5.0,Clear
12894,2018-08-28,MIA,11.0,Moderate or heavy rain shower
12927,2018-08-28,MSN,24.0,Torrential rain shower
12967,2018-08-28,FSD,30.0,Clear
12974,2018-08-28,ORD,241.0,Clear
13052,2018-08-29,ATL,16.0,Moderate or heavy rain shower
13105,2018-08-29,DTW,23.0,Patchy rain possible
13190,2018-08-29,LAS,43.0,Clear
13242,2018-08-30,CRW,18.0,Torrential rain shower
13368,2018-08-31,CLT,22.0,Patchy rain possible
13369,2018-08-31,CLT,4.0,Patchy rain possible
13387,2018-08-31,CLT,30.0,Patchy rain possible
13389,2018-08-31,CLT,41.0,Patchy rain possible
13420,2018-08-31,DSM,81.0,Overcast
13425,2018-08-31,DSM,73.0,Overcast
13526,2018-08-31,MDW,14.0,Clear
13562,2018-08-31,CLT,3.0,Patchy rain possible
14010,2019-10-02,DCA,60.0,Clear
14812,2019-10-06,XNA,242.0,Moderate or heavy rain shower
14892,2019-10-06,LCH,141.0,Clear
15065,2019-10-07,DAB,13.0,Moderate or heavy rain shower
15256,2019-10-08,LGA,83.0,Light rain
15434,2019-10-09,GEG,97.0,Patchy heavy snow
15799,2019-10-10,DEN,8.0,Moderate or heavy snow showers
15844,2019-10-10,DEN,102.0,Moderate or heavy snow showers
15855,2019-10-10,DEN,31.0,Moderate or heavy snow showers
15861,2019-10-10,MSY,31.0,Clear
15893,2019-10-10,DEN,7.0,Moderate or heavy snow showers
15902,2019-10-10,LBB,52.0,Clear
15979,2019-10-10,IAH,200.0,Partly cloudy
16043,2019-10-10,DEN,9.0,Moderate or heavy snow showers
16045,2019-10-10,DEN,27.0,Moderate or heavy snow showers
16047,2019-10-10,DEN,15.0,Moderate or heavy snow showers
